Region (NUTS1),Total Compound Events,High Risk Events,Avg Duration (h),Avg Peak Wind (m/s),Avg Peak Rain (mm),Avg Spatial Extent (km²),Priority Level
South West England,73,25,16.6,24.13,4.67,35043,High
